elapsed_time_sec,cpu_usage_percent,memory_usage_percent,active_instances
159.32,14.1,84.9,2
160.32,6.6,84.9,2
161.32,11.7,85.0,2
162.32,7.0,85.0,2
163.32,14.6,85.1,2
164.32,4.0,85.1,2
165.32,11.7,85.2,2
166.33,8.2,85.1,2
167.33,14.8,85.2,2
168.33,9.6,85.2,2
169.33,10.9,85.3,2
170.33,5.5,85.2,2
171.33,11.2,85.3,2
172.33,9.6,85.3,2
173.33,18.6,85.4,2
174.34,23.2,85.4,2
175.34,14.4,85.5,2
176.34,22.7,85.4,2
177.34,72.9,84.4,2
178.35,45.5,84.5,2
179.35,49.9,84.4,2
180.36,56.6,84.4,2
181.36,23.5,84.4,2
182.36,7.2,84.3,2
183.36,11.1,84.2,2
184.36,3.7,84.1,2
185.36,16.1,84.0,2
186.36,3.3,83.9,2
187.36,10.4,83.9,2
188.37,5.4,83.4,2
189.37,14.2,83.4,2
190.37,6.1,83.3,2
191.37,12.5,83.4,2
192.37,5.3,83.4,2
193.37,12.4,83.5,2
194.37,13.0,83.6,2
195.38,22.6,83.7,2
196.38,10.3,83.6,2
197.38,9.4,83.6,2
198.38,4.1,83.6,2
199.38,11.1,83.6,2
200.38,11.1,83.6,2
201.38,13.8,83.5,2
202.38,2.8,83.5,2
203.38,11.9,83.5,2
204.38,3.7,83.5,2
205.39,12.0,83.5,2
206.39,4.5,83.5,2
207.39,10.7,83.5,2
208.39,5.0,83.5,2
209.39,12.6,83.5,2
210.39,9.6,83.5,2
211.39,9.5,83.5,2
212.39,3.5,83.5,2
213.4,12.1,83.5,2
214.4,4.9,83.5,2
215.4,9.4,83.5,2
216.4,3.6,83.5,2
217.4,9.2,83.5,2
218.4,6.1,83.5,2
219.4,10.8,83.5,2
220.41,3.9,83.5,2
221.41,11.3,83.4,2
222.41,5.3,83.4,2
223.41,9.7,83.4,2
224.41,3.7,83.4,2
225.41,14.8,83.3,2
226.41,4.3,83.3,2
227.41,9.8,83.2,2
228.42,4.9,83.3,2
229.42,10.9,83.3,2
230.42,4.4,83.3,2
231.42,10.1,83.2,2
232.42,5.8,83.2,2
233.42,11.0,83.2,2
234.42,4.3,83.3,2
235.43,13.1,83.3,2
236.43,4.6,83.3,2
237.43,11.7,83.3,2
238.43,4.1,83.3,2
239.43,13.9,83.2,2
240.43,7.0,83.4,2
241.43,10.5,83.4,2
242.43,4.2,83.4,2
243.44,9.4,83.4,2
244.44,4.4,83.4,2
245.44,11.8,83.4,2
246.44,4.5,83.2,2
247.44,10.1,83.2,2
248.44,4.5,83.2,2
249.44,10.7,83.2,2
250.44,6.1,83.2,2
251.44,14.6,83.3,2
252.45,8.5,83.3,2
253.45,13.7,83.3,2
254.45,25.6,83.5,2
255.45,6.6,83.2,2
256.45,4.5,83.2,2
257.45,10.9,83.2,2
258.45,5.0,83.3,2
